Movie Name,Genre,Ratings,Voting Counts,Duration
Baab,Fantasy,6.8,32.0,97.0
The Galactic Ghoul,Fantasy,8.0,12.0,85.0
Garuda: Dare to Dream,Fantasy,8.3,47.0,78.0
The Tale of Tsar Saltan,Fantasy,5.1,659.0,110.0
Attack of the Kraken,Fantasy,4.5,16.0,
Bo me zhi wo de qing chun zhu le gui,Fantasy,5.2,12.0,99.0
Somnia,Fantasy,,,95.0
Monkey King - Rebirth,Fantasy,7.7,20.0,93.0
My Neighbor Is a Witch,Fantasy,4.7,104.0,94.0
Koodothram,Fantasy,7.1,35.0,137.0
Silas en die Ysbeer op Tafelberg,Fantasy,,,
Lost in the Moment,Fantasy,7.8,14.0,93.0
Abar Hawa Bodol,Fantasy,6.4,47.0,139.0
Noxturne,Fantasy,,,
Chimney Town: Frozen in Time,Fantasy,5.9,26.0,98.0
Bikini Office Girl,Fantasy,,,
Frogtown,Fantasy,,,86.0
Young Blood,Fantasy,6.0,7.0,92.0
Lords of the Darkness,Fantasy,,,99.0
Daughters of the Forest,Fantasy,8.6,78.0,95.0
Oozhi,Fantasy,,,10.0
Sfarsitul lumii,Fantasy,7.3,21.0,115.0
Tropical Parasite,Fantasy,,,80.0
Written in Blood,Fantasy,7.4,25.0,94.0
Little Brownie Kuzya 2,Fantasy,5.3,304.0,98.0
Bogatyri,Fantasy,3.0,54.0,91.0
Mister Sandman,Fantasy,,,97.0
Phillip Philadelphia,Fantasy,,,
Sweet Brother,Fantasy,,,
3 Good Guys,Fantasy,4.8,13.0,107.0
Angel Lust,Fantasy,6.9,14.0,105.0
Chiranjeevi Hanuman: The Eternal,Fantasy,,,
Za lyubov,Fantasy,,,91.0
Mitoloji Mafyasi,Fantasy,,,
Volver a los 17,Fantasy,,,95.0
"Kuko, Drobcek a Ratafak znovu zasahujú",Fantasy,,,70.0
Demons,Fantasy,4.4,6.0,105.0
Cautiverio,Fantasy,,,
Bardogento,Fantasy,,,
Nesvyataya Valentina,Fantasy,4.0,45.0,104.0
S1R: Bedel,Fantasy,7.7,26.0,98.0
Staubwelt,Fantasy,,,76.0
The Kingdom of Rexmonte,Fantasy,,,151.0
A Little Resistance,Fantasy,8.4,18.0,106.0
Tsarevna-lyagushka 2,Fantasy,4.1,74.0,95.0
Wolfgang,Fantasy,,,98.0
The Keris,Fantasy,3.7,18.0,132.0
Doctor Gaf,Fantasy,4.9,47.0,99.0
Fairy Tales Can Come True: The Beginning,Fantasy,,,
The Amazing Spider-Fuser,Fantasy,,,
Letom vsyakoe byvaet. Pobeg iz Skolbora,Fantasy,2.7,13.0,108.0
Groom from Mars,Fantasy,8.7,243.0,80.0
Harry Potter and the Sorcerer's Stone in Shared Reality,Fantasy,,,
Slash III,Fantasy,8.0,10.0,113.0
The Ink-Stained Hand and the Missing Thumb,Fantasy,,,127.0
Khreshchatyk 48/2,Fantasy,6.6,17.0,86.0
Three Wishes for Cinderella,Fantasy,5.2,27.0,86.0
Bisarjan,Fantasy,,,121.0
Kadhal Aura - Madness of Love,Fantasy,,,143.0
Marcus James: The Movie 2,Fantasy,7.9,20.0,
Shell V-Power Games - Budapest,Fantasy,9.0,30.0,240.0
Matador Bolero,Fantasy,,,97.0
Black Water Gate,Fantasy,,,56.0
Nightmares Unleashed 2: Joseph's Revenge,Fantasy,,,
Fascination Street,Fantasy,,,86.0
Strings,Fantasy,6.4,7.0,
Piztiak,Fantasy,,,
Beyond Files,Fantasy,,,
Naxos,Fantasy,8.8,5.0,89.0
Above Budapest,Fantasy,,,
Shkola Baby-Yagi,Fantasy,5.4,22.0,94.0
The Monkey Hero,Fantasy,3.4,8.0,115.0
Priklyucheniya zhyoltogo chemodanchika,Fantasy,5.1,163.0,94.0
Minecraft Movie Edition,Fantasy,6.8,16.0,128.0
Korol i Shut. Navsegda,Fantasy,5.0,169.0,118.0
Life Dyamage,Fantasy,5.8,10.0,120.0
Eto vsyo ona!,Fantasy,,,
Sachien Loves Shalini,Fantasy,,,103.0
No Rock Unturned,Fantasy,,,79.0
The Book Movie,Fantasy,,,
Demon Dancer: Sua/Nara,Fantasy,6.3,100.0,82.0
Póstumo,Fantasy,6.7,19.0,
Princezna stokrat jinak,Fantasy,5.8,28.0,118.0
Washed Up,Fantasy,,,
Anda,Fantasy,6.0,6.0,76.0
The Man Whom the Trees Loved,Fantasy,,,73.0
GG Bond: Race Through Time,Fantasy,8.1,19.0,86.0
Artefakty,Fantasy,,,
Xiao Na,Fantasy,,,
Northeast Mysteries,Fantasy,,,
Arena Branca,Fantasy,,,118.0
Mythos,Fantasy,,,
Odium for Ardor,Fantasy,,,78.0
The Princess and the Goblin,Fantasy,,,62.0
Bus: Chuyen Xe Mot Chieu,Fantasy,,,94.0
A Fairy Fail,Fantasy,,,
Samam,Fantasy,,,117.0
Zhu Xian,Fantasy,,,125.0
Viral Krishna,Fantasy,,,77.0
Xuan ji wei zhi zhen guo shen ding,Fantasy,,,72.0
Bellyache,Fantasy,,,
