Movie Name,Genre,Ratings,Voting Counts,Duration
Last Night in Sorrento,Crime,,,
Lone Gunman,Crime,,,112.0
He Always Starts with the Right Hand,Crime,,,
Presumption of Death,Crime,,,108.0
Trouble Shooter,Crime,,,89.0
Demise,Crime,,,
Said: Black Blow,Crime,6.7,12.0,95.0
Cynthia,Crime,,,172.0
Sweet Rogue Killer 'SRK': The Killer's Game,Crime,8.0,5.0,
Apollo Jump,Crime,,,55.0
Tu Reina,Crime,,,108.0
La Herencia de los Ramírez,Crime,,,
Maddane,Crime,8.1,1000.0,142.0
The Execution of Julie Ann Mabry,Crime,6.5,56.0,105.0
The Match-Stick Flame 3: Red Mafia,Crime,4.0,15.0,69.0
Gropiusstadt Supernova,Crime,6.5,9.0,78.0
White Sycamore,Crime,,,125.0
Alexander,Crime,,,
Girlz N the Hood,Crime,,,105.0
Unbeatable: Road to Tokyo,Crime,,,
Gil Carrillo: The Investigation of Richard Ramirez,Crime,,,131.0
Potassium: The Movie,Crime,,,102.0
Blood Debt,Crime,9.1,18.0,120.0
Bolle Jos II,Crime,5.2,6.0,53.0
Lulk,Crime,7.8,12.0,87.0
Ron,Crime,,,130.0
Room Boy,Crime,,,
Felai FX - Trader Gelap: Apa Mau Takut,Crime,,,88.0
Crooked Suits,Crime,7.4,11.0,
Darkest at Dawn,Crime,,,
Gegen den Strom,Crime,,,
Blood River,Crime,,,11.0
Sender,Crime,,,70.0
"Scratchy, Cage and Tumbleweed",Crime,,,90.0
Zamana,Crime,5.1,4000.0,130.0
Bulldoque,Crime,,,
Iyanu,Crime,,,119.0
Not,Crime,,,
Unthinkable: The South LA Nightmare,Crime,,,
Tycoon,Crime,4.6,17.0,89.0
Dissection of the Dollar,Crime,,,45.0
Asesino Perfecto,Crime,,,114.0
Una chica en la estación,Crime,,,97.0
Digital Arrest,Crime,,,327.0
Min guo jing hun lu,Crime,,,81.0
The Killing of Otsuya,Crime,,,87.0
Don Dada,Crime,,,84.0
Cautionary Tales(Love Lies & Poison),Crime,,,160.0
Kash City,Crime,5.8,8.0,
B.M.Ts Plan B 2,Crime,,,67.0
The Mafia Mouse,Crime,8.5,6.0,70.0
Garima,Crime,,,62.0
The Unlawful Act: Part 2,Crime,9.0,10.0,
Asurasura,Crime,,,
Cocaína Negra,Crime,,,84.0
Reckless Endangerment,Crime,,,
Little Towns,Crime,,,123.0
Disgusting Man,Crime,7.0,11.0,96.0
Night Haul: Nocturnal Nemesis - Part 2,Crime,,,82.0
The Fixer,Crime,,,62.0
Døden på vidda,Crime,7.0,8.0,78.0
Married to a Jailbird,Crime,,,
No way to Escape,Crime,,,70.0
Co kryje Las,Crime,,,
Him or me,Crime,,,
Herbstfeuer,Crime,,,114.0
Buenas para Nada,Crime,1.8,14.0,79.0
Double trouble,Crime,,,
Pahan kiertämä,Crime,,,
The Come Up 2,Crime,,,75.0
How to Generate A Perfect Crime,Crime,,,
Vonnis,Crime,,,48.0
Gone Awry,Crime,,,72.0
Agnibaan,Crime,5.4,21.0,170.0
The Hot Pot,Crime,,,45.0
Dark Justice,Crime,,,
Chandrappann,Crime,,,146.0
2Way,Crime,,,
A Stage to a New Life,Crime,,,118.0
I Stared the Devil in the Eye,Crime,8.4,11.0,60.0
Awake,Crime,,,
A Long Marathon,Crime,,,124.0
Daygame,Crime,,,65.0
Dabish,Crime,7.0,7.0,146.0
Too Much Too Soon,Crime,5.1,9.0,
Among Monsters,Crime,,,88.0
Snake Movie 3,Crime,,,
Stray Kids,Crime,7.2,26.0,
The Short Life of Jaxon Blume,Crime,8.2,11.0,136.0
Murdered or Missing?,Crime,,,
Six Days to Pay,Crime,,,84.0
Mafia: A Trace of Millions,Crime,,,
The brightest burn fastest (and then are shot),Crime,,,47.0
El Ejemplo,Crime,,,102.0
Boyz N the Woodz,Crime,,,
Psycho Daddy,Crime,9.0,14.0,77.0
Karanlik Sokaklar,Crime,7.4,9.0,
Hard Piecez,Crime,,,
Necrobusiness,Crime,,,
Find Me,Crime,9.2,13.0,
Sewing A Nightmare,Crime,,,53.0
Brick by Brick,Crime,,,60.0
