Movie Name,Genre,Ratings,Voting Counts,Duration
Undir Ísnum,Adventure,5.5,53.0,
Tsarevna-lyagushka 2,Adventure,4.1,74.0,95.0
Wolfgang,Adventure,,,98.0
When Will You Get Divorced?,Adventure,3.6,88.0,
The Helpers,Adventure,,,
Moy papa - medved 2,Adventure,,,
Skywatcher,Adventure,6.1,19.0,
Doctor Gaf,Adventure,4.9,47.0,99.0
The Mystery Package,Adventure,8.2,12.0,80.0
The Hostage's Hero,Adventure,6.0,9.0,89.0
The Amazing Spider-Fuser,Adventure,,,
Letom vsyakoe byvaet. Pobeg iz Skolbora,Adventure,2.7,13.0,108.0
Beyond Borders Patagonia,Adventure,,,63.0
My Space Dog,Adventure,5.6,54.0,105.0
Don't Be Prey,Adventure,7.4,11.0,91.0
Harry Potter and the Sorcerer's Stone in Shared Reality,Adventure,,,
Khreshchatyk 48/2,Adventure,6.6,17.0,86.0
Daiva,Adventure,9.4,15.0,
Clown & Out,Adventure,6.7,13.0,
Almaz. Serdtse Persii,Adventure,,,
Gruzovichki,Adventure,6.2,16.0,65.0
Marcus James: The Movie 2,Adventure,7.9,20.0,
Shell V-Power Games - Budapest,Adventure,9.0,30.0,240.0
7 bazhan,Adventure,6.6,43.0,
Krasnyy prizrak 1812,Adventure,,,99.0
Ambaragudda,Adventure,6.8,204.0,
Finding Goldfinger,Adventure,,,
Shkola Baby-Yagi,Adventure,5.4,22.0,94.0
Dopolnitelnoe vremya,Adventure,4.4,31.0,102.0
Out in the Wilderness,Adventure,,,127.0
Bigfoot I Love You,Adventure,7.8,29.0,
Priklyucheniya zhyoltogo chemodanchika,Adventure,5.1,163.0,94.0
Korol i Shut. Navsegda,Adventure,5.0,169.0,118.0
Leo i Tig. Doroga na Baykal,Adventure,3.6,10.0,65.0
Chasing Dust,Adventure,,,88.0
Treasure of the Lost Reel,Adventure,,,89.0
Sharksquatch,Adventure,,,62.0
Brave Skies,Adventure,,,90.0
The Book Movie,Adventure,,,
Batman: The Crimson Cowl,Adventure,9.1,31.0,188.0
I Don't Know What I'm Doing Here,Adventure,,,86.0
Kosmicheskaya sobaka Lida,Adventure,4.9,53.0,112.0
Princezna stokrat jinak,Adventure,5.8,28.0,118.0
